Nanoplot_File,RBK,RL_mean,RQ_mean,RL_median,RQ_median,Total_reads,RL_n50,RL_stdev,Total_bases,total_Gb,RL_max,type,Nanoplot_File_short,Run_ID,Run_ID_pb,library_ID,platform,hsid,wellid,tube_label,concat,hybrid,subsample,amount,hsap,ONT_Q20,dna_extraction_date,cleanup_date,cleanup_method,lib_prep_kit
Hsap_meta_e1.v1.hybrid.concat_nanoplot.html,NaN,1751,22,808,22,1485605,3735,2851,2601996763,2.602,91732,,Hsap_meta_e1,NaN,NaN,multiple,hybrid,699,e1,FB00056255,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e2.v1.hybrid.concat_nanoplot.html,NaN,8675,22,6268,22,336765,13942,8598,2921456509,2.921,176573,,Hsap_meta_e2,NaN,NaN,multiple,hybrid,699,e2,FB00853589,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e3.v1.hybrid.concat_nanoplot.html,NaN,5556,23,3669,24,1824418,10606,5853,10137690087,10.138,121510,,Hsap_meta_e3,NaN,NaN,multiple,hybrid,699,e3,FB00858662,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e4.v1.hybrid.concat_nanoplot.html,NaN,4128,22,2619,22,7005955,7341,4300,28922220319,28.922,143179,,Hsap_meta_e4,NaN,NaN,multiple,hybrid,699,e4,FB00855176,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e5.v1.hybrid.concat_nanoplot.html,NaN,9566,26,8139,34,2769195,12163,5952,26491943355,26.492,151171,,Hsap_meta_e5,NaN,NaN,multiple,hybrid,699,e5,FB00934057,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e6.v1.hybrid.concat_nanoplot.html,NaN,6586,23,5251,25,3224463,8142,6303,21238094318,21.238,348943,,Hsap_meta_e6,NaN,NaN,multiple,hybrid,699,e6,FB00052197,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f1.v1.hybrid.concat_nanoplot.html,NaN,8572,26,8295,33,640302,11541,5135,5489076870,5.489,118007,,Hsap_meta_f1,NaN,NaN,multiple,hybrid,742,f1,FB00854279,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f2.v1.hybrid.concat_nanoplot.html,NaN,3176,21,1696,21,3197929,6123,4854,10159185030,10.159,123159,,Hsap_meta_f2,NaN,NaN,multiple,hybrid,742,f2,FB00860607,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f3.v1.hybrid.concat_nanoplot.html,NaN,4439,22,2343,22,1466697,8587,5299,6512028048,6.512,117457,,Hsap_meta_f3,NaN,NaN,multiple,hybrid,742,f3,FB00259855,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f4.v1.hybrid.concat_nanoplot.html,NaN,8143,27,7402,36,1956779,10554,4878,15935362446,15.935,112806,,Hsap_meta_f4,NaN,NaN,multiple,hybrid,742,f4,FB01923469,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f5.v1.hybrid.concat_nanoplot.html,NaN,6993,29,6122,38,769618,7591,3496,5382421962,5.382,100342,,Hsap_meta_f5,NaN,NaN,multiple,hybrid,742,f5,FB00934212,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f6.v1.hybrid.concat_nanoplot.html,NaN,6567,21,4533,21,1243088,9953,7001,8164400882,8.164,170109,,Hsap_meta_f6,NaN,NaN,multiple,hybrid,742,f6,FB01122668,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g1.v1.hybrid.concat_nanoplot.html,NaN,9284,28,9228,37,969536,10886,4157,9001837420,9.002,100158,,Hsap_meta_g1,NaN,NaN,multiple,hybrid,791,g1,FB00864487,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g2.v1.hybrid.concat_nanoplot.html,NaN,8194,26,7435,33,1150070,11204,5182,9424693205,9.425,116995,,Hsap_meta_g2,NaN,NaN,multiple,hybrid,791,g1,FB00864487,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g3.v1.hybrid.concat_nanoplot.html,NaN,6727,26,5671,35,2511925,8126,4161,16897701531,16.898,127758,,Hsap_meta_g3,NaN,NaN,multiple,hybrid,791,g3,FB00259882,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g4.v1.hybrid.concat_nanoplot.html,NaN,7266,26,6388,35,6222056,9380,4595,45210219749,45.210,153630,,Hsap_meta_g4,NaN,NaN,multiple,hybrid,791,g4,FB01923141,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g5.v1.hybrid.concat_nanoplot.html,NaN,7143,24,6132,26,2317615,10962,5521,16555566257,16.556,163295,,Hsap_meta_g5,NaN,NaN,multiple,hybrid,791,g5,FB00934229,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g6.v1.hybrid.concat_nanoplot.html,NaN,5631,21,3939,21,514915,8694,5858,2899553558,2.900,112361,,Hsap_meta_g6,NaN,NaN,multiple,hybrid,791,g6,FB01126148,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h1.v1.hybrid.concat_nanoplot.html,NaN,8525,29,7539,38,1478827,9715,4410,12607172441,12.607,97235,,Hsap_meta_h1,NaN,NaN,multiple,hybrid,798,h1,FB00864436,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h2.v1.hybrid.concat_nanoplot.html,NaN,7801,25,5909,31,530376,12263,6623,4137884827,4.138,116621,,Hsap_meta_h2,NaN,NaN,multiple,hybrid,798,h2,FB00853579,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h3.v1.hybrid.concat_nanoplot.html,NaN,8452,23,8794,24,131426,12617,6289,1110874791,1.111,80275,,Hsap_meta_h3,NaN,NaN,multiple,hybrid,798,h3,FB00862899,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h4.v1.hybrid.concat_nanoplot.html,NaN,9021,28,8383,37,643412,11070,5082,5804232480,5.804,185982,,Hsap_meta_h4,NaN,NaN,multiple,hybrid,798,h4,FB00267565,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h5.v1.hybrid.concat_nanoplot.html,NaN,2133,21,1133,21,3302588,4056,2902,7045668138,7.046,112827,,Hsap_meta_h5,NaN,NaN,multiple,hybrid,798,h5,FB00942219,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h6.v1.hybrid.concat_nanoplot.html,NaN,7999,25,6760,33,6909573,10244,5679,55272684364,55.273,447613,,Hsap_meta_h6,NaN,NaN,multiple,hybrid,798,h6,FB00258005,1,1,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_a1.v1.ont.concat.no_hsap_nanoplot.html,NaN,6132,16,4043,18,1247166,9746,6609,7647745834,7.648,174042,,Hsap_meta_a1,NaN,NaN,multiple,ont,526,a1,FB00862391,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_a2.v1.ont.concat.no_hsap_nanoplot.html,NaN,7628,16,3818,18,1519955,15884,10284,11595620891,11.596,204414,,Hsap_meta_a2,NaN,NaN,multiple,ont,526,a2,FB00055451,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_a3.v1.ont.concat.no_hsap_nanoplot.html,NaN,4896,16,2691,18,608962,9047,6413,2981535983,2.982,164407,,Hsap_meta_a3,NaN,NaN,multiple,ont,526,a3,FB00852347,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_a4.v1.ont.concat.no_hsap_nanoplot.html,NaN,5135,15,2749,17,1520287,9756,7451,7807923680,7.808,217605,,Hsap_meta_a4,NaN,NaN,multiple,ont,526,a4,FB00259294,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_a5.v1.ont.concat.no_hsap_nanoplot.html,NaN,2361,15,1077,17,1807582,5107,4541,4267978771,4.268,193513,,Hsap_meta_a5,NaN,NaN,multiple,ont,526,a5,FB00942023,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_a6.v1.ont.concat.no_hsap_nanoplot.html,NaN,12286,15,6030,17,6305383,27272,15170,77473336937,77.473,355451,,Hsap_meta_a6,NaN,NaN,multiple,ont,526,a6,FB00935408,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_b1.v1.ont.concat.no_hsap_nanoplot.html,NaN,4255,16,2898,18,12730229,6749,4609,54177252860,54.177,218336,,Hsap_meta_b1,NaN,NaN,multiple,ont,549,b1,FB00863048,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_b2.v1.ont.concat.no_hsap_nanoplot.html,NaN,2608,15,746,17,1809205,7156,4780,4718746124,4.719,154536,,Hsap_meta_b2,NaN,NaN,multiple,ont,549,b2,FB00056005,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_b3.v1.ont.concat.no_hsap_nanoplot.html,NaN,3889,15,2148,17,1362482,7140,5125,5298903634,5.299,159644,,Hsap_meta_b3,NaN,NaN,multiple,ont,549,b3,FB00851106,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_b4.v1.ont.concat.no_hsap_nanoplot.html,NaN,2815,15,1662,17,1452926,4870,3821,4091291650,4.091,157450,,Hsap_meta_b4,NaN,NaN,multiple,ont,549,b4,FB00259103,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_b5.v1.ont.concat.no_hsap_nanoplot.html,NaN,2233,16,1005,18,469169,4855,4082,1047848228,1.048,151543,,Hsap_meta_b5,NaN,NaN,multiple,ont,549,b5,FB00929817,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_b6.v1.ont.concat.no_hsap_nanoplot.html,NaN,3714,14,926,16,23820348,13446,7116,88480433671,88.480,304431,,Hsap_meta_b6,NaN,NaN,multiple,ont,549,b6,FB00936043,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_c1.v1.ont.concat.no_hsap_nanoplot.html,NaN,4254,16,2464,18,3131142,7888,5253,13322502989,13.323,219156,,Hsap_meta_c1,NaN,NaN,multiple,ont,553,c1,FB00863032,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_c2.v1.ont.concat.no_hsap_nanoplot.html,NaN,2526,16,1015,18,7204154,6245,4355,18203295219,18.203,266133,,Hsap_meta_c2,NaN,NaN,multiple,ont,553,c2,FB00256007,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_c3.v1.ont.concat.no_hsap_nanoplot.html,NaN,3888,16,2319,18,987135,6914,4893,3838531764,3.839,156647,,Hsap_meta_c3,NaN,NaN,multiple,ont,553,c3,FB00252480,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_c4.v1.ont.concat.no_hsap_nanoplot.html,NaN,2685,16,1632,18,7793295,4516,3625,20925062625,20.925,170430,,Hsap_meta_c4,NaN,NaN,multiple,ont,553,c4,FB00258936,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_c5.v1.ont.concat.no_hsap_nanoplot.html,NaN,1458,15,703,17,1172916,2672,3229,1710817365,1.711,149677,,Hsap_meta_c5,NaN,NaN,multiple,ont,553,c5,FB00941897,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_c6.v1.ont.concat.no_hsap_nanoplot.html,NaN,1394,15,592,16,2280536,3127,2385,3179600196,3.180,158170,,Hsap_meta_c6,NaN,NaN,multiple,ont,553,c6,FB01123264,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_d1.v1.ont.concat.no_hsap_nanoplot.html,NaN,2410,16,1131,18,3035769,5120,4028,7317759468,7.318,183617,,Hsap_meta_d1,NaN,NaN,multiple,ont,603,d1,FB00860553,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_d2.v1.ont.concat.no_hsap_nanoplot.html,NaN,4173,16,2717,18,4267951,6477,5096,17811263229,17.811,248994,,Hsap_meta_d2,NaN,NaN,multiple,ont,603,d2,FB00260359,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_d3.v1.ont.concat.no_hsap_nanoplot.html,NaN,3291,16,1712,18,1699438,6200,5067,5593170564,5.593,199018,,Hsap_meta_d3,NaN,NaN,multiple,ont,603,d3,FB00924738,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_d4.v1.ont.concat.no_hsap_nanoplot.html,NaN,3145,16,1694,18,3323048,5970,4720,10451549125,10.452,224180,,Hsap_meta_d4,NaN,NaN,multiple,ont,603,d4,FB00936960,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_d5.v1.ont.concat.no_hsap_nanoplot.html,NaN,3658,15,1402,16,28059781,9052,5808,102662518093,102.663,249798,,Hsap_meta_d5,NaN,NaN,multiple,ont,603,d5,FB00258078,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e1.v1.ont.concat.no_hsap_nanoplot.html,NaN,1421,16,819,18,4787416,2358,2095,6806012863,6.806,197452,,Hsap_meta_e1,NaN,NaN,multiple,ont,699,e1,FB00056255,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e2.v1.ont.concat.no_hsap_nanoplot.html,NaN,7665,16,3842,18,737224,16360,10299,5650848640,5.651,286410,,Hsap_meta_e2,NaN,NaN,multiple,ont,699,e2,FB00853589,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e3.v1.ont.concat.no_hsap_nanoplot.html,NaN,2670,16,1351,18,3299628,5132,4507,8809893837,8.810,172542,,Hsap_meta_e3,NaN,NaN,multiple,ont,699,e3,FB00858662,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e4.v1.ont.concat.no_hsap_nanoplot.html,NaN,2795,16,1657,18,17577027,4773,3840,49143965721,49.144,212765,,Hsap_meta_e4,NaN,NaN,multiple,ont,699,e4,FB00855176,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e5.v1.ont.concat.no_hsap_nanoplot.html,NaN,12511,16,10027,19,1013142,18583,10634,12675661734,12.676,204901,,Hsap_meta_e5,NaN,NaN,multiple,ont,699,e5,FB00934057,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_e6.v1.ont.concat.no_hsap_nanoplot.html,NaN,3775,15,1450,16,12283398,9154,7414,46378207770,46.378,911457,,Hsap_meta_e6,NaN,NaN,multiple,ont,699,e6,FB00052197,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f1.v1.ont.concat.no_hsap_nanoplot.html,NaN,2759,16,957,18,300837,7957,5779,830175336,0.830,154291,,Hsap_meta_f1,NaN,NaN,multiple,ont,742,f1,FB00854279,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f2.v1.ont.concat.no_hsap_nanoplot.html,NaN,3150,16,1702,18,10395823,5863,4967,32756396268,32.756,201752,,Hsap_meta_f2,NaN,NaN,multiple,ont,742,f2,FB00860607,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f3.v1.ont.concat.no_hsap_nanoplot.html,NaN,2877,16,1618,18,3141717,4868,4479,9039595646,9.040,160990,,Hsap_meta_f3,NaN,NaN,multiple,ont,742,f3,FB00259855,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f4.v1.ont.concat.no_hsap_nanoplot.html,NaN,3458,16,1880,18,879841,6590,5181,3042652158,3.043,178488,,Hsap_meta_f4,NaN,NaN,multiple,ont,742,f4,FB01923469,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f5.v1.ont.concat.no_hsap_nanoplot.html,NaN,1708,12,591,13,17163,5236,3800,29320794,0.029,100342,,Hsap_meta_f5,NaN,NaN,multiple,ont,742,f5,FB00934212,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_f6.v1.ont.concat.no_hsap_nanoplot.html,NaN,3585,14,1650,16,10181720,7779,5620,36510155544,36.510,244006,,Hsap_meta_f6,NaN,NaN,multiple,ont,742,f6,FB01122668,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g1.v1.ont.concat.no_hsap_nanoplot.html,NaN,2978,16,1436,18,362994,6334,4923,1081074533,1.081,117914,,Hsap_meta_g1,NaN,NaN,multiple,ont,791,g1,FB00864487,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g2.v1.ont.concat.no_hsap_nanoplot.html,NaN,5709,16,3139,18,839043,10807,8005,4790424176,4.790,275356,,Hsap_meta_g2,NaN,NaN,multiple,ont,791,g2,FB00856368,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g3.v1.ont.concat.no_hsap_nanoplot.html,NaN,5109,16,3578,18,1579704,7914,5097,8071298099,8.071,167553,,Hsap_meta_g3,NaN,NaN,multiple,ont,791,g3,FB00259882,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g4.v1.ont.concat.no_hsap_nanoplot.html,NaN,4225,16,2636,18,4574065,6940,5107,19329190099,19.329,177527,,Hsap_meta_g4,NaN,NaN,multiple,ont,791,g4,FB01923141,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g5.v1.ont.concat.no_hsap_nanoplot.html,NaN,3928,16,2095,18,3504390,7422,5554,13768115312,13.768,175973,,Hsap_meta_g5,NaN,NaN,multiple,ont,791,g5,FB00934229,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_g6.v1.ont.concat.no_hsap_nanoplot.html,NaN,2912,15,1537,17,3220809,5184,4428,9379768505,9.380,163261,,Hsap_meta_g6,NaN,NaN,multiple,ont,791,g6,FB01126148,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h1.v1.ont.concat.no_hsap_nanoplot.html,NaN,4450,16,1919,18,313620,10018,6978,1395897673,1.396,138979,,Hsap_meta_h1,NaN,NaN,multiple,ont,798,h1,FB00864436,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h2.v1.ont.concat.no_hsap_nanoplot.html,NaN,5879,16,2052,18,508204,17375,9754,2988093411,2.988,208636,,Hsap_meta_h2,NaN,NaN,multiple,ont,798,h2,FB00853579,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h3.v1.ont.concat.no_hsap_nanoplot.html,NaN,4871,16,2722,18,208836,9369,6429,1017356553,1.017,109779,,Hsap_meta_h3,NaN,NaN,multiple,ont,798,h3,FB00862899,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h4.v1.ont.concat.no_hsap_nanoplot.html,NaN,4438,15,2145,17,133654,9647,6496,593165485,0.593,185982,,Hsap_meta_h4,NaN,NaN,multiple,ont,798,h4,FB00267565,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h5.v1.ont.concat.no_hsap_nanoplot.html,NaN,2098,16,1204,18,10419867,3624,2860,21867812154,21.868,216227,,Hsap_meta_h5,NaN,NaN,multiple,ont,798,h5,FB00942219,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_h6.v1.ont.concat.no_hsap_nanoplot.html,NaN,5006,15,1845,16,11592461,13214,8303,58040773304,58.041,447613,,Hsap_meta_h6,NaN,NaN,multiple,ont,798,h6,FB00258005,1,0,0,NaN,no_hsap,0,NaN,NaN,NaN,NaN
Hsap_meta_a1.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,5809,21,3901,21,396140,9106,6032,2301381776,2.301,94489,,Hsap_meta_a1,NaN,NaN,multiple,ont,526,a1,FB00862391,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_a2.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,7327,21,3710,21,391912,14968,9674,2871847238,2.872,187172,,Hsap_meta_a2,NaN,NaN,multiple,ont,526,a2,FB00055451,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_a3.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,4392,21,2441,21,150761,8005,5663,662254101,0.662,164407,,Hsap_meta_a3,NaN,NaN,multiple,ont,526,a3,FB00852347,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_a4.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,4663,21,2526,21,300215,8727,6719,1399912164,1.400,114247,,Hsap_meta_a4,NaN,NaN,multiple,ont,526,a4,FB00259294,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_a5.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,2234,21,1027,21,451549,4753,4288,1009157119,1.009,129539,,Hsap_meta_a5,NaN,NaN,multiple,ont,526,a5,FB00942023,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_a6.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,15954,20,11172,21,1325461,27690,15554,21147167663,21.147,172543,,Hsap_meta_a6,NaN,NaN,multiple,ont,526,a6,FB00935408,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_b1.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,3629,21,2505,21,3703170,5801,3951,13440434475,13.440,111225,,Hsap_meta_b1,NaN,NaN,multiple,ont,549,b1,FB00863048,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_b2.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,2301,21,553,22,491266,6919,4415,1130474600,1.130,114629,,Hsap_meta_b2,NaN,NaN,multiple,ont,549,b2,FB00056005,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_b3.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,3828,21,2163,21,332074,6907,4835,1271198528,1.271,100183,,Hsap_meta_b3,NaN,NaN,multiple,ont,549,b3,FB00851106,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_b4.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,2698,21,1614,21,290927,4626,3617,785156270,0.785,107223,,Hsap_meta_b4,NaN,NaN,multiple,ont,549,b4,FB00259103,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_b5.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,2149,21,982,21,131176,4605,3862,281913484,0.282,87552,,Hsap_meta_b5,NaN,NaN,multiple,ont,549,b5,FB00929817,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_b6.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,7110,20,3615,21,2849194,15142,8946,20258044505,20.258,164056,,Hsap_meta_b6,NaN,NaN,multiple,ont,549,b6,FB00936043,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_c1.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,3915,21,2309,21,869754,7236,4724,3405807663,3.406,110834,,Hsap_meta_c1,NaN,NaN,multiple,ont,553,c1,FB00863032,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_c2.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,2101,21,828,21,2373164,5245,3679,4987838174,4.988,125357,,Hsap_meta_c2,NaN,NaN,multiple,ont,553,c2,FB00256007,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_c3.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,3492,21,2118,21,273402,6178,4382,954859784,0.955,148152,,Hsap_meta_c3,NaN,NaN,multiple,ont,553,c3,FB00252480,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_c4.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,2381,21,1424,21,2084787,4043,3236,4963903167,4.964,142993,,Hsap_meta_c4,NaN,NaN,multiple,ont,553,c4,FB00258936,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_c5.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,1404,21,659,21,237166,2660,3191,332997749,0.333,124330,,Hsap_meta_c5,NaN,NaN,multiple,ont,553,c5,FB00941897,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_c6.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,1576,22,535,22,511956,3926,2637,807305864,0.807,108296,,Hsap_meta_c6,NaN,NaN,multiple,ont,553,c6,FB01123264,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_d1.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,2161,21,1014,22,1144610,4557,3557,2473853099,2.474,158567,,Hsap_meta_d1,NaN,NaN,multiple,ont,603,d1,FB00860553,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_d2.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,3734,21,2461,21,1192857,5790,4607,4454609501,4.455,99042,,Hsap_meta_d2,NaN,NaN,multiple,ont,603,d2,FB00260359,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_d3.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,3049,21,1585,21,501568,5737,4720,1529713548,1.530,156099,,Hsap_meta_d3,NaN,NaN,multiple,ont,603,d3,FB00924738,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_d4.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,2779,21,1541,21,1084256,5111,4063,3013869475,3.014,139256,,Hsap_meta_d4,NaN,NaN,multiple,ont,603,d4,FB00936960,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_d5.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,6071,20,3774,21,3487535,10352,6881,21174713558,21.175,249798,,Hsap_meta_d5,NaN,NaN,multiple,ont,603,d5,FB00258078,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_e1.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,1310,21,760,22,1412006,2154,1869,1849731803,1.850,91732,,Hsap_meta_e1,NaN,NaN,multiple,ont,699,e1,FB00056255,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_e2.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,7654,21,3880,21,197528,16166,10133,1511915851,1.512,176573,,Hsap_meta_e2,NaN,NaN,multiple,ont,699,e2,FB00853589,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
Hsap_meta_e3.v1.ont.concat.no_hsap.Q20_nanoplot.html,NaN,2501,21,1278,21,1009495,4757,4129,2525428896,2.525,121510,,Hsap_meta_e3,NaN,NaN,multiple,ont,699,e3,FB00858662,1,0,0,NaN,no_hsap,1,NaN,NaN,NaN,NaN
