Taxa,unclassified,total,unclassified_percent,database,method,dataset,method_dataset,name
HsapMB130,59787000,158274989,37.77412994,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,529.FB00851218.PB.E1.P1_RevioSPRQ_s2.SW.B05
HsapMB266,33660000,60890998,55.2791071,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,529.FB00862579.PB.F1.P2_RevioSPRQ_s3.SW.B10
HsapMB266,21977999,60890993,36.09400655,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,529.FB00862579.PB.F1.P2_RevioSPRQ_s3.SW.B10
HsapMB362,21105000,36160000,58.36559735,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,529.FB00862579.PB.F4.P2_RevioSPRQ_s3.SW.B10
HsapMB362,14388000,36160000,39.78982301,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,529.FB00862579.PB.F4.P2_RevioSPRQ_s3.SW.B10
HsapMB7,91724000,163240995,56.18931691,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,529.FB00934574.PB.E1.P1_RevioSPRQ_s1.SW.G01
HsapMB7,64341000,163240989,39.41473302,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,529.FB00934574.PB.E1.P1_RevioSPRQ_s1.SW.G01
HsapMB103,54606000,95233992,57.33877038,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,529.FB00934574.PB.E1.P1_RevioSPRQ_s2.SW.G01
HsapMB103,39225000,95233995,41.18802325,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,529.FB00934574.PB.E1.P1_RevioSPRQ_s2.SW.G01
HsapMB40,142707999,248068993,57.52754396,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,529.FB00941864.PB.E1.P1_RevioSPRQ_s1.SW.H05
HsapMB40,91401000,248068992,36.8449919,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,529.FB00941864.PB.E1.P1_RevioSPRQ_s1.SW.H05
HsapMB136,82356000,139799999,58.90987167,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,529.FB00941864.PB.E1.P1_RevioSPRQ_s2.SW.H05
HsapMB136,54025000,139799997,38.64449296,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,529.FB00941864.PB.E1.P1_RevioSPRQ_s2.SW.H05
HsapMB5,80316999,162460994,49.43771241,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00267778.PB.E1.P1_RevioSPRQ_s1.SW.E01
HsapMB5,55700999,162460992,34.28576812,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00267778.PB.E1.P1_RevioSPRQ_s1.SW.E01
HsapMB101,49287999,96482994,51.08464918,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00267778.PB.E1.P1_RevioSPRQ_s2.SW.E01
HsapMB101,35141000,96482997,36.42196148,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00267778.PB.E1.P1_RevioSPRQ_s2.SW.E01
HsapMB247,10379000,22367998,46.40111288,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00862423.PB.F1.P2_RevioSPRQ_s3.SW.G07
HsapMB247,5028000,22367998,22.47854278,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00862423.PB.F1.P2_RevioSPRQ_s3.SW.G07
HsapMB343,4690000,8562999,54.77053075,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00862423.PB.F4.P2_RevioSPRQ_s3.SW.G07
HsapMB343,2540000,8563000,29.66250146,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00862423.PB.F4.P2_RevioSPRQ_s3.SW.G07
HsapMB264,51879999,115608997,44.87539927,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00862841.PB.F1.P2_RevioSPRQ_s3.SW.H09
HsapMB264,23342999,115608995,20.19133459,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00862841.PB.F1.P2_RevioSPRQ_s3.SW.H09
HsapMB360,23178000,50209995,46.1621237,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00862841.PB.F4.P2_RevioSPRQ_s3.SW.H09
HsapMB360,11190000,50209996,22.28639891,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00862841.PB.F4.P2_RevioSPRQ_s3.SW.H09
HsapMB222,11326999,20525994,55.18368075,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00930464.PB.F1.P2_RevioSPRQ_s3.SW.F04
HsapMB222,9750999,20525998,47.50560241,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00930464.PB.F1.P2_RevioSPRQ_s3.SW.F04
HsapMB318,6645999,11154999,59.57866065,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00930464.PB.F4.P2_RevioSPRQ_s3.SW.F04
HsapMB318,5772999,11154999,51.75257299,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00930464.PB.F4.P2_RevioSPRQ_s3.SW.F04
HsapMB18,41289999,76996995,53.62546811,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00935249.PB.E1.P1_RevioSPRQ_s1.SW.B03
HsapMB18,28647999,76996993,37.2066465,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00935249.PB.E1.P1_RevioSPRQ_s1.SW.B03
HsapMB114,24034000,42245999,56.89059454,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,535.FB00935249.PB.E1.P1_RevioSPRQ_s2.SW.B03
HsapMB114,17143000,42245997,40.57899261,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,535.FB00935249.PB.E1.P1_RevioSPRQ_s2.SW.B03
HsapMB416,27022000,40557000,66.62721602,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00056278.PB.G1.P3_RevioSPRQ_s4.SW.H04
HsapMB416,16817999,40556996,41.46756579,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00056278.PB.G1.P3_RevioSPRQ_s4.SW.H04
HsapMB506,25233999,38205996,66.04722201,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00056278.PB.G1.P3_Vega.SW.H04
HsapMB506,15375000,38205997,40.24237347,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00056278.PB.G1.P3_Vega.SW.H04
HsapMB265,22606000,34339998,65.82993977,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00267677.PB.F1.P2_RevioSPRQ_s3.SW.A10
HsapMB265,16038999,34339997,46.70646593,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00267677.PB.F1.P2_RevioSPRQ_s3.SW.A10
HsapMB361,10140999,14026997,72.29629407,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00267677.PB.F4.P2_RevioSPRQ_s3.SW.A10
HsapMB361,7799000,14026998,55.59992238,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00267677.PB.F4.P2_RevioSPRQ_s3.SW.A10
HsapMB405,73841000,155378998,47.52315368,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00862442.PB.G1.P3_RevioSPRQ_s4.SW.E03
HsapMB405,40554999,155378999,26.10069524,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00862442.PB.G1.P3_RevioSPRQ_s4.SW.E03
HsapMB495,69006999,144637997,47.71014563,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00862442.PB.G1.P3_Vega.SW.E03
HsapMB495,37786000,144637996,26.12453231,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00862442.PB.G1.P3_Vega.SW.E03
HsapMB253,75095000,129989999,57.76982889,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00936479.PB.F1.P2_RevioSPRQ_s3.SW.E08
HsapMB253,51414999,129989993,39.5530439,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00936479.PB.F1.P2_RevioSPRQ_s3.SW.E08
HsapMB349,38213000,64346999,59.38583088,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00936479.PB.F4.P2_RevioSPRQ_s3.SW.E08
HsapMB349,27081000,64346997,42.08588009,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00936479.PB.F4.P2_RevioSPRQ_s3.SW.E08
HsapMB387,191559999,340877994,56.19605911,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00941809.PB.G1.P3_RevioSPRQ_s4.SW.C01
HsapMB387,113760000,340877990,33.37264456,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00941809.PB.G1.P3_RevioSPRQ_s4.SW.C01
HsapMB477,162218000,287494993,56.42463485,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,556.FB00941809.PB.G1.P3_Vega.SW.C01
HsapMB477,97624999,287494996,33.95711242,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,556.FB00941809.PB.G1.P3_Vega.SW.C01
HsapMB61,79817000,147482995,54.11945967,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,562.FB00258988.PB.E1.P1_RevioSPRQ_s1.SW.E08
HsapMB61,48082000,147482993,32.60172514,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,562.FB00258988.PB.E1.P1_RevioSPRQ_s1.SW.E08
HsapMB157,42629000,75368997,56.5603918,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,562.FB00258988.PB.E1.P1_RevioSPRQ_s2.SW.E08
HsapMB157,26347999,75368993,34.95867193,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,562.FB00258988.PB.E1.P1_RevioSPRQ_s2.SW.E08
HsapMB268,6275000,8977000,69.90085775,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,562.FB00863523.PB.F1.P2_RevioSPRQ_s3.SW.D10
HsapMB268,4626000,8977000,51.5316921,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,562.FB00863523.PB.F1.P2_RevioSPRQ_s3.SW.D10
HsapMB364,3296000,4189000,78.68226307,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,562.FB00863523.PB.F4.P2_RevioSPRQ_s3.SW.D10
HsapMB364,2622000,4189000,62.59250418,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,562.FB00863523.PB.F4.P2_RevioSPRQ_s3.SW.D10
HsapMB44,78106000,129304000,60.4049372,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,562.FB00934739.PB.E1.P1_RevioSPRQ_s1.SW.D06
HsapMB44,55314999,129303992,42.77903423,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,562.FB00934739.PB.E1.P1_RevioSPRQ_s1.SW.D06
HsapMB140,45946000,75119996,61.16347504,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,562.FB00934739.PB.E1.P1_RevioSPRQ_s2.SW.D06
HsapMB140,33644000,75119990,44.78701342,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,562.FB00934739.PB.E1.P1_RevioSPRQ_s2.SW.D06
HsapMB429,214801000,385013991,55.79044009,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,562.FB00942047.PB.G1.P3_RevioSPRQ_s4.SW.E06
HsapMB429,124004000,385013985,32.20766124,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,562.FB00942047.PB.G1.P3_RevioSPRQ_s4.SW.E06
HsapMB519,189940000,336631991,56.42363325,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,562.FB00942047.PB.G1.P3_Vega.SW.E06
HsapMB519,110187999,336631987,32.73248035,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,562.FB00942047.PB.G1.P3_Vega.SW.E06
HsapMB246,59304000,105947993,55.97463276,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB00055906.PB.F1.P2_RevioSPRQ_s3.SW.F07
HsapMB246,39611000,105947996,37.38721023,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB00055906.PB.F1.P2_RevioSPRQ_s3.SW.F07
HsapMB342,31604000,53622997,58.93739956,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB00055906.PB.F4.P2_RevioSPRQ_s3.SW.F07
HsapMB342,22070000,53622997,41.15771448,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB00055906.PB.F4.P2_RevioSPRQ_s3.SW.F07
HsapMB267,56218999,85202996,65.98242038,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB00267707.PB.F1.P2_RevioSPRQ_s3.SW.C10
HsapMB267,45219000,85202996,53.07207742,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB00267707.PB.F1.P2_RevioSPRQ_s3.SW.C10
HsapMB363,26526000,37517995,70.70207243,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB00267707.PB.F4.P2_RevioSPRQ_s3.SW.C10
HsapMB363,22262000,37517996,59.33685797,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB00267707.PB.F4.P2_RevioSPRQ_s3.SW.C10
HsapMB411,146765999,261252995,56.1777288,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB00862893.PB.G1.P3_RevioSPRQ_s4.SW.C04
HsapMB411,96493000,261252987,36.93469732,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB00862893.PB.G1.P3_RevioSPRQ_s4.SW.C04
HsapMB501,128218999,225361997,56.89468531,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB00862893.PB.G1.P3_Vega.SW.C04
HsapMB501,85073999,225361991,37.74993229,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB00862893.PB.G1.P3_Vega.SW.C04
HsapMB240,43462000,74362996,58.44573556,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB00941747.PB.F1.P2_RevioSPRQ_s3.SW.H06
HsapMB240,24828000,74362998,33.38757267,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB00941747.PB.F1.P2_RevioSPRQ_s3.SW.H06
HsapMB336,25695000,41414998,62.04274113,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB00941747.PB.F4.P2_RevioSPRQ_s3.SW.H06
HsapMB336,15657000,41414997,37.8051458,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB00941747.PB.F4.P2_RevioSPRQ_s3.SW.H06
HsapMB52,144426000,256718997,56.25839992,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB01123306.PB.E1.P1_RevioSPRQ_s1.SW.D07
HsapMB52,98154999,256718995,38.2344123,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB01123306.PB.E1.P1_RevioSPRQ_s1.SW.D07
HsapMB148,85964000,149003994,57.69241327,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,564.FB01123306.PB.E1.P1_RevioSPRQ_s2.SW.D07
HsapMB148,58941000,149003992,39.55665832,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,564.FB01123306.PB.E1.P1_RevioSPRQ_s2.SW.D07
HsapMB402,122078000,254278999,48.0094701,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB00267490.PB.G1.P3_RevioSPRQ_s4.SW.B03
HsapMB402,69972999,254278995,27.51819866,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB00267490.PB.G1.P3_RevioSPRQ_s4.SW.B03
HsapMB492,111985999,226853995,49.36479034,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB00267490.PB.G1.P3_Vega.SW.B03
HsapMB492,66363999,226853993,29.25405814,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB00267490.PB.G1.P3_Vega.SW.B03
HsapMB231,49454000,92548993,53.43548146,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB00854242.PB.F1.P2_RevioSPRQ_s3.SW.G05
HsapMB231,29350999,92548994,31.71401193,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB00854242.PB.F1.P2_RevioSPRQ_s3.SW.G05
HsapMB327,20883999,37320996,55.95777508,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB00854242.PB.F4.P2_RevioSPRQ_s3.SW.G05
HsapMB327,13128000,37320998,35.17590821,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB00854242.PB.F4.P2_RevioSPRQ_s3.SW.G05
HsapMB434,65879000,128777997,51.15703112,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB00857473.PB.G1.P3_RevioSPRQ_s4.SW.B07
HsapMB434,41656000,128777994,32.34714155,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB00857473.PB.G1.P3_RevioSPRQ_s4.SW.B07
HsapMB524,63741000,121779996,52.34110863,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB00857473.PB.G1.P3_Vega.SW.B07
HsapMB524,40991999,121779992,33.66070101,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB00857473.PB.G1.P3_Vega.SW.B07
HsapMB444,94923999,199973994,47.46817179,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB00929983.PB.G1.P3_RevioSPRQ_s4.SW.C11
HsapMB444,50883999,199973985,25.4453093,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB00929983.PB.G1.P3_RevioSPRQ_s4.SW.C11
HsapMB534,86781999,179047995,48.46856788,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB00929983.PB.G1.P3_Vega.SW.C11
HsapMB534,47258999,179047990,26.39459901,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB00929983.PB.G1.P3_Vega.SW.C11
HsapMB270,45697999,87283997,52.35552973,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB01126291.PB.F1.P2_RevioSPRQ_s3.SW.F10
HsapMB270,29516000,87283993,33.81605147,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB01126291.PB.F1.P2_RevioSPRQ_s3.SW.F10
HsapMB366,21801000,39831998,54.73237873,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,629.FB01126291.PB.F4.P2_RevioSPRQ_s3.SW.F10
HsapMB366,14894000,39831998,37.39204847,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,629.FB01126291.PB.F4.P2_RevioSPRQ_s3.SW.F10
HsapMB78,46759000,99374993,47.05308508,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,640.FB00258976.PB.E1.P1_RevioSPRQ_s1.SW.F10
HsapMB78,24613999,99374994,24.76880552,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,640.FB00258976.PB.E1.P1_RevioSPRQ_s1.SW.F10
HsapMB174,28654000,59428999,48.21551849,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,640.FB00258976.PB.E1.P1_RevioSPRQ_s2.SW.F10
HsapMB174,15753999,59428997,26.5089431,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,640.FB00258976.PB.E1.P1_RevioSPRQ_s2.SW.F10
HsapMB263,19481000,45797997,42.53679479,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,640.FB00851439.PB.F1.P2_RevioSPRQ_s3.SW.G09
HsapMB263,9094000,45797997,19.8567636,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,640.FB00851439.PB.F1.P2_RevioSPRQ_s3.SW.G09
HsapMB359,11672000,26185996,44.573443,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,640.FB00851439.PB.F4.P2_RevioSPRQ_s3.SW.G09
HsapMB359,6024999,26185998,23.00847575,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,640.FB00851439.PB.F4.P2_RevioSPRQ_s3.SW.G09
HsapMB243,17034000,32539999,52.34788114,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,640.FB00922209.PB.F1.P2_RevioSPRQ_s3.SW.C07
HsapMB243,10024000,32539999,30.80516382,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,640.FB00922209.PB.F1.P2_RevioSPRQ_s3.SW.C07
HsapMB339,8502000,14832999,57.31814584,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,640.FB00922209.PB.F4.P2_RevioSPRQ_s3.SW.C07
HsapMB339,5456000,14832998,36.78285401,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,640.FB00922209.PB.F4.P2_RevioSPRQ_s3.SW.C07
HsapMB261,26639999,54085998,49.25489033,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,640.FB02754445.PB.F1.P2_RevioSPRQ_s3.SW.E09
HsapMB261,15016000,54085997,27.76319349,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,640.FB02754445.PB.F1.P2_RevioSPRQ_s3.SW.E09
HsapMB357,9637000,17489000,55.10320773,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,640.FB02754445.PB.F4.P2_RevioSPRQ_s3.SW.E09
HsapMB357,6180000,17488997,35.33650329,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,640.FB02754445.PB.F4.P2_RevioSPRQ_s3.SW.E09
HsapMB417,56081999,122804997,45.66752198,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB00258801.PB.G1.P3_RevioSPRQ_s4.SW.A05
HsapMB417,27046999,122804997,22.02434727,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB00258801.PB.G1.P3_RevioSPRQ_s4.SW.A05
HsapMB507,51786000,110010999,47.0734749,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB00258801.PB.G1.P3_Vega.SW.A05
HsapMB507,25794000,110010997,23.44674687,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB00258801.PB.G1.P3_Vega.SW.A05
HsapMB406,111873000,269148000,41.56560703,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB00862889.PB.G1.P3_RevioSPRQ_s4.SW.F03
HsapMB406,56790999,269147996,21.10028677,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB00862889.PB.G1.P3_RevioSPRQ_s4.SW.F03
HsapMB496,100059999,239344996,41.80576184,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB00862889.PB.G1.P3_Vega.SW.F03
HsapMB496,52241000,239344992,21.82665263,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB00862889.PB.G1.P3_Vega.SW.F03
HsapMB72,53831000,93745993,57.42218763,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB00941520.PB.E1.P1_RevioSPRQ_s1.SW.H09
HsapMB72,34387999,93745995,36.68209933,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB00941520.PB.E1.P1_RevioSPRQ_s1.SW.H09
HsapMB168,31359999,53848994,58.23692639,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB00941520.PB.E1.P1_RevioSPRQ_s2.SW.H09
HsapMB168,20478000,53848995,38.02856488,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB00941520.PB.E1.P1_RevioSPRQ_s2.SW.H09
HsapMB228,26952999,51439992,52.39697355,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB00941996.PB.F1.P2_RevioSPRQ_s3.SW.D05
HsapMB228,17802000,51439997,34.60731151,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB00941996.PB.F1.P2_RevioSPRQ_s3.SW.D05
HsapMB324,11959999,21181995,56.46304326,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB00941996.PB.F4.P2_RevioSPRQ_s3.SW.D05
HsapMB324,8288000,21181998,39.12756483,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB00941996.PB.F4.P2_RevioSPRQ_s3.SW.D05
HsapMB412,199008000,334755986,59.44867555,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB02754449.PB.G1.P3_RevioSPRQ_s4.SW.D04
HsapMB412,126185000,334755990,37.69462049,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB02754449.PB.G1.P3_RevioSPRQ_s4.SW.D04
HsapMB502,179180000,295510990,60.63395476,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,641.FB02754449.PB.G1.P3_Vega.SW.D04
HsapMB502,113891000,295510985,38.54036086,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,641.FB02754449.PB.G1.P3_Vega.SW.D04
HsapMB17,45722000,106554997,42.90929688,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB00056177.PB.E1.P1_RevioSPRQ_s1.SW.A03
HsapMB17,20722999,106554994,19.44817246,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB00056177.PB.E1.P1_RevioSPRQ_s1.SW.A03
HsapMB113,26089000,59382999,43.93344971,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB00056177.PB.E1.P1_RevioSPRQ_s2.SW.A03
HsapMB113,12451999,59382995,20.96896426,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB00056177.PB.E1.P1_RevioSPRQ_s2.SW.A03
HsapMB428,232320000,487392996,47.66584705,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB00851916.PB.G1.P3_RevioSPRQ_s4.SW.D06
HsapMB428,122774999,487392989,25.19014466,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB00851916.PB.G1.P3_RevioSPRQ_s4.SW.D06
HsapMB518,207883999,431965983,48.12508558,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB00851916.PB.G1.P3_Vega.SW.D06
HsapMB518,111781999,431965986,25.87750023,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB00851916.PB.G1.P3_Vega.SW.D06
HsapMB79,20873999,35742999,58.40024504,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB00855259.PB.E1.P1_RevioSPRQ_s1.SW.G10
HsapMB79,14117999,35742998,39.4986425,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB00855259.PB.E1.P1_RevioSPRQ_s1.SW.G10
HsapMB175,13445999,21824998,61.60824849,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB00855259.PB.E1.P1_RevioSPRQ_s2.SW.G10
HsapMB175,9473000,21824999,43.4043548,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB00855259.PB.E1.P1_RevioSPRQ_s2.SW.G10
HsapMB413,90075000,156036996,57.72669451,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB00930902.PB.G1.P3_RevioSPRQ_s4.SW.E04
HsapMB413,54774999,156036992,35.10385473,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB00930902.PB.G1.P3_RevioSPRQ_s4.SW.E04
HsapMB503,81228000,138822000,58.51233954,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB00930902.PB.G1.P3_Vega.SW.E04
HsapMB503,49938000,138821997,35.97268522,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB00930902.PB.G1.P3_Vega.SW.E04
HsapMB202,19148000,34783000,55.04988069,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB01124302.PB.F1.P2_RevioSPRQ_s3.SW.B02
