Taxa,unclassified,total,unclassified_percent,database,method,dataset,method_dataset,name
HsapMB12,73227999,224275991,32.65084179,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00930347.PB.E1.P1_RevioSPRQ_s1.SW.D02
HsapMB108,70471000,128300999,54.92630654,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00930347.PB.E1.P1_RevioSPRQ_s2.SW.D02
HsapMB108,43966000,128300997,34.2678553,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00930347.PB.E1.P1_RevioSPRQ_s2.SW.D02
HsapMB32,90531000,152514993,59.35875432,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00255916.PB.E1.P1_RevioSPRQ_s1.SW.H04
HsapMB32,65356999,152514988,42.85283686,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00255916.PB.E1.P1_RevioSPRQ_s1.SW.H04
HsapMB128,54487000,87850993,62.02206502,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00255916.PB.E1.P1_RevioSPRQ_s2.SW.H04
HsapMB128,40766000,87850992,46.40357391,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00255916.PB.E1.P1_RevioSPRQ_s2.SW.H04
HsapMB73,82025000,136898000,59.91687242,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00257932.PB.E1.P1_RevioSPRQ_s1.SW.A10
HsapMB73,57918999,136897996,42.30814233,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00257932.PB.E1.P1_RevioSPRQ_s1.SW.A10
HsapMB169,49481000,78919996,62.6976717,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00257932.PB.E1.P1_RevioSPRQ_s2.SW.A10
HsapMB169,36148000,78919992,45.8033498,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00257932.PB.E1.P1_RevioSPRQ_s2.SW.A10
HsapMB30,110778000,189710987,58.3930334,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00851409.PB.E1.P1_RevioSPRQ_s1.SW.F04
HsapMB30,75333000,189710980,39.70935156,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00851409.PB.E1.P1_RevioSPRQ_s1.SW.F04
HsapMB126,65873999,110354994,59.69281191,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00851409.PB.E1.P1_RevioSPRQ_s2.SW.F04
HsapMB126,45981999,110354989,41.66734954,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00851409.PB.E1.P1_RevioSPRQ_s2.SW.F04
HsapMB205,35055999,61123997,57.3522687,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00857369.PB.F1.P2_RevioSPRQ_s3.SW.E02
HsapMB205,24093000,61123997,39.41659771,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00857369.PB.F1.P2_RevioSPRQ_s3.SW.E02
HsapMB301,19952999,33492998,59.57364283,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00857369.PB.F4.P2_RevioSPRQ_s3.SW.E02
HsapMB301,14627000,33493000,43.67181202,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00857369.PB.F4.P2_RevioSPRQ_s3.SW.E02
HsapMB223,62241000,111315996,55.91379697,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00929418.PB.F1.P2_RevioSPRQ_s3.SW.G04
HsapMB223,38810999,111315993,34.86560911,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00929418.PB.F1.P2_RevioSPRQ_s3.SW.G04
HsapMB319,41019000,71645998,57.25232552,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,724.FB00929418.PB.F4.P2_RevioSPRQ_s3.SW.G04
HsapMB319,26204999,71645993,36.57566586,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,724.FB00929418.PB.F4.P2_RevioSPRQ_s3.SW.G04
HsapMB220,48815999,103220997,47.29270247,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB00260145.PB.F1.P2_RevioSPRQ_s3.SW.D04
HsapMB220,32504000,103220993,31.48971838,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB00260145.PB.F1.P2_RevioSPRQ_s3.SW.D04
HsapMB316,19702000,39272998,50.1667838,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB00260145.PB.F4.P2_RevioSPRQ_s3.SW.D04
HsapMB316,13708000,39272999,34.90438813,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB00260145.PB.F4.P2_RevioSPRQ_s3.SW.D04
HsapMB225,36444000,73580000,49.52976352,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB00854961.PB.F1.P2_RevioSPRQ_s3.SW.A05
HsapMB225,21631000,73579997,29.39793542,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB00854961.PB.F1.P2_RevioSPRQ_s3.SW.A05
HsapMB321,17001000,32988000,51.53692252,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB00854961.PB.F4.P2_RevioSPRQ_s3.SW.A05
HsapMB321,10967999,32987999,33.24845196,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB00854961.PB.F4.P2_RevioSPRQ_s3.SW.A05
HsapMB35,52324999,129526998,40.39698272,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB00925029.PB.E1.P1_RevioSPRQ_s1.SW.C05
HsapMB35,21685000,129526998,16.74168346,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB00925029.PB.E1.P1_RevioSPRQ_s1.SW.C05
HsapMB131,30307999,73572997,41.19446024,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB00925029.PB.E1.P1_RevioSPRQ_s2.SW.C05
HsapMB131,12339000,73573000,16.77109809,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB00925029.PB.E1.P1_RevioSPRQ_s2.SW.C05
HsapMB245,106804999,199046991,53.65818316,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB00934205.PB.F1.P2_RevioSPRQ_s3.SW.E07
HsapMB245,68884999,199046991,34.60740534,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB00934205.PB.F1.P2_RevioSPRQ_s3.SW.E07
HsapMB341,57408000,105854993,54.23268036,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB00934205.PB.F4.P2_RevioSPRQ_s3.SW.E07
HsapMB341,36889999,105854995,34.84955906,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB00934205.PB.F4.P2_RevioSPRQ_s3.SW.E07
HsapMB422,53084000,96768997,54.85641233,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB01126901.PB.G1.P3_RevioSPRQ_s4.SW.F05
HsapMB422,32956000,96768996,34.05636243,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB01126901.PB.G1.P3_RevioSPRQ_s4.SW.F05
HsapMB512,50424000,91532995,55.08833181,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,727.FB01126901.PB.G1.P3_Vega.SW.F05
HsapMB512,31844000,91532997,34.78963985,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,727.FB01126901.PB.G1.P3_Vega.SW.F05
HsapMB69,796000,1490000,53.42281879,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB00260396.PB.E1.P1_RevioSPRQ_s1.SW.E09
HsapMB69,685000,1490000,45.97315436,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB00260396.PB.E1.P1_RevioSPRQ_s1.SW.E09
HsapMB165,441000,967000,45.60496381,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB00260396.PB.E1.P1_RevioSPRQ_s2.SW.E09
HsapMB165,442000,967000,45.70837642,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB00260396.PB.E1.P1_RevioSPRQ_s2.SW.E09
HsapMB389,103418999,249812998,41.39856606,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB00857442.PB.G1.P3_RevioSPRQ_s4.SW.E01
HsapMB389,41808999,249812994,16.73611862,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB00857442.PB.G1.P3_RevioSPRQ_s4.SW.E01
HsapMB479,91775000,218711993,41.96157638,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB00857442.PB.G1.P3_Vega.SW.E01
HsapMB479,39480999,218711992,18.05159317,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB00857442.PB.G1.P3_Vega.SW.E01
HsapMB28,102042000,225293998,45.29281779,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB00864004.PB.E1.P1_RevioSPRQ_s1.SW.D04
HsapMB28,47927000,225293997,21.27309233,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB00864004.PB.E1.P1_RevioSPRQ_s1.SW.D04
HsapMB124,59933000,128588998,46.6081865,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB00864004.PB.E1.P1_RevioSPRQ_s2.SW.D04
HsapMB124,28937000,128588999,22.50348025,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB00864004.PB.E1.P1_RevioSPRQ_s2.SW.D04
HsapMB390,157075000,319266992,49.19863435,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB00930960.PB.G1.P3_RevioSPRQ_s4.SW.F01
HsapMB390,70449000,319266989,22.06585786,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB00930960.PB.G1.P3_RevioSPRQ_s4.SW.F01
HsapMB480,137161000,274191000,50.02388846,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB00930960.PB.G1.P3_Vega.SW.F01
HsapMB480,63208999,274190997,23.05290826,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB00930960.PB.G1.P3_Vega.SW.F01
HsapMB194,9057999,14545995,62.27142935,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB01125691.PB.F1.P2_RevioSPRQ_s3.SW.B01
HsapMB194,6740000,14545996,46.33577515,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB01125691.PB.F1.P2_RevioSPRQ_s3.SW.B01
HsapMB290,5416000,7748999,69.89289842,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,767.FB01125691.PB.F4.P2_RevioSPRQ_s3.SW.B01
HsapMB290,4408000,7748999,56.88476666,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,767.FB01125691.PB.F4.P2_RevioSPRQ_s3.SW.B01
HsapMB430,101290999,189187993,53.53986656,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB00856828.PB.G1.P3_RevioSPRQ_s4.SW.F06
HsapMB430,49085000,189187988,25.9450933,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB00856828.PB.G1.P3_RevioSPRQ_s4.SW.F06
HsapMB520,88166999,161214996,54.68908054,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB00856828.PB.G1.P3_Vega.SW.F06
HsapMB520,43598999,161214992,27.04401027,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB00856828.PB.G1.P3_Vega.SW.F06
HsapMB42,48603000,113162999,42.94955103,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB00857932.PB.E1.P1_RevioSPRQ_s1.SW.B06
HsapMB42,18628999,113162994,16.46209449,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB00857932.PB.E1.P1_RevioSPRQ_s1.SW.B06
HsapMB138,29398999,65917999,44.59934987,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB00857932.PB.E1.P1_RevioSPRQ_s2.SW.B06
HsapMB138,11625999,65917996,17.63706378,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB00857932.PB.E1.P1_RevioSPRQ_s2.SW.B06
HsapMB48,50082999,117587996,42.59193175,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB00863161.PB.E1.P1_RevioSPRQ_s1.SW.H06
HsapMB48,21527000,117587999,18.30714034,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB00863161.PB.E1.P1_RevioSPRQ_s1.SW.H06
HsapMB144,30678000,69894999,43.89155224,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB00863161.PB.E1.P1_RevioSPRQ_s2.SW.H06
HsapMB144,13571000,69895000,19.41626726,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB00863161.PB.E1.P1_RevioSPRQ_s2.SW.H06
HsapMB258,23317000,41293000,56.46719783,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB00935887.PB.F1.P2_RevioSPRQ_s3.SW.B09
HsapMB258,10836999,41292997,26.24415709,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB00935887.PB.F1.P2_RevioSPRQ_s3.SW.B09
HsapMB354,8868999,15141999,58.5721806,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB00935887.PB.F4.P2_RevioSPRQ_s3.SW.B09
HsapMB354,4447999,15141997,29.37524687,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB00935887.PB.F4.P2_RevioSPRQ_s3.SW.B09
HsapMB233,9634000,14660000,65.71623465,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB01126169.PB.F1.P2_RevioSPRQ_s3.SW.A06
HsapMB233,7111999,14659998,48.51296023,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB01126169.PB.F1.P2_RevioSPRQ_s3.SW.A06
HsapMB329,5264000,7353000,71.58982728,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,771.FB01126169.PB.F4.P2_RevioSPRQ_s3.SW.A06
HsapMB329,4299000,7352999,58.46594022,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,771.FB01126169.PB.F4.P2_RevioSPRQ_s3.SW.A06
HsapMB214,33759000,77183998,43.73834069,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB00256808.PB.F1.P2_RevioSPRQ_s3.SW.F03
HsapMB214,14952000,77183996,19.37189155,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB00256808.PB.F1.P2_RevioSPRQ_s3.SW.F03
HsapMB310,19649999,43284997,45.39678956,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB00256808.PB.F4.P2_RevioSPRQ_s3.SW.F03
HsapMB310,9035999,43284998,20.87559066,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB00256808.PB.F4.P2_RevioSPRQ_s3.SW.F03
HsapMB236,34789000,64592000,53.8596111,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB00259700.PB.F1.P2_RevioSPRQ_s3.SW.D06
HsapMB236,19244000,64592000,29.79316324,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB00259700.PB.F1.P2_RevioSPRQ_s3.SW.D06
HsapMB332,16104000,30017000,53.64959856,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB00259700.PB.F4.P2_RevioSPRQ_s3.SW.D06
HsapMB332,9500000,30016996,31.6487366,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB00259700.PB.F4.P2_RevioSPRQ_s3.SW.D06
HsapMB15,51202999,111477994,45.9310373,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB00863273.PB.E1.P1_RevioSPRQ_s1.SW.G02
HsapMB15,26872999,111477992,24.10610249,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB00863273.PB.E1.P1_RevioSPRQ_s1.SW.G02
HsapMB111,30369000,62928998,48.25915073,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB00863273.PB.E1.P1_RevioSPRQ_s2.SW.G02
HsapMB111,16406999,62928995,26.07224063,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB00863273.PB.E1.P1_RevioSPRQ_s2.SW.G02
HsapMB49,48213000,92752994,51.97999323,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB00935623.PB.E1.P1_RevioSPRQ_s1.SW.A07
HsapMB49,25290999,92752990,27.26704444,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB00935623.PB.E1.P1_RevioSPRQ_s1.SW.A07
HsapMB145,28327999,53919996,52.53709403,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB00935623.PB.E1.P1_RevioSPRQ_s2.SW.A07
HsapMB145,15374999,53919996,28.51446614,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB00935623.PB.E1.P1_RevioSPRQ_s2.SW.A07
HsapMB408,80792999,155930995,51.81330306,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB01126923.PB.G1.P3_RevioSPRQ_s4.SW.H03
HsapMB408,46648000,155930995,29.91579705,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB01126923.PB.G1.P3_RevioSPRQ_s4.SW.H03
HsapMB498,79003000,148806995,53.09091821,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,775.FB01126923.PB.G1.P3_Vega.SW.H03
HsapMB498,45878000,148806990,30.83054096,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,775.FB01126923.PB.G1.P3_Vega.SW.H03
HsapMB62,83095000,206532998,40.2332803,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB00259711.PB.E1.P1_RevioSPRQ_s1.SW.F08
HsapMB62,37029999,206532997,17.92933794,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB00259711.PB.E1.P1_RevioSPRQ_s1.SW.F08
HsapMB158,46641000,113154998,41.21868307,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB00259711.PB.E1.P1_RevioSPRQ_s2.SW.F08
HsapMB158,20992999,113154997,18.55242769,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB00259711.PB.E1.P1_RevioSPRQ_s2.SW.F08
HsapMB38,14813000,27821999,53.24204059,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB00863946.PB.E1.P1_RevioSPRQ_s1.SW.F05
HsapMB38,9492000,27821998,34.11688837,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB00863946.PB.E1.P1_RevioSPRQ_s1.SW.F05
HsapMB134,8987000,15782998,56.9410197,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB00863946.PB.E1.P1_RevioSPRQ_s2.SW.F05
HsapMB134,5936000,15782999,37.61008919,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB00863946.PB.E1.P1_RevioSPRQ_s2.SW.F05
HsapMB1,86964000,190790992,45.5807683,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB00937119.PB.E1.P1_RevioSPRQ_s1.SW.A01
HsapMB1,42635999,190790986,22.34696717,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB00937119.PB.E1.P1_RevioSPRQ_s1.SW.A01
HsapMB97,51601999,109608999,47.07825039,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB00937119.PB.E1.P1_RevioSPRQ_s2.SW.A01
HsapMB97,26489000,109608998,24.16681156,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB00937119.PB.E1.P1_RevioSPRQ_s2.SW.A01
HsapMB391,145070000,349286996,41.53318093,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB01125857.PB.G1.P3_RevioSPRQ_s4.SW.G01
HsapMB391,61169999,349286991,17.51281914,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB01125857.PB.G1.P3_RevioSPRQ_s4.SW.G01
HsapMB481,132548999,307313995,43.1314555,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB01125857.PB.G1.P3_Vega.SW.G01
HsapMB481,59044999,307313996,19.21324761,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB01125857.PB.G1.P3_Vega.SW.G01
HsapMB431,75697000,140308999,53.95021028,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB01923395.PB.G1.P3_RevioSPRQ_s4.SW.G06
HsapMB431,46672000,140308995,33.26372625,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB01923395.PB.G1.P3_RevioSPRQ_s4.SW.G06
HsapMB521,71319999,131114997,54.39499724,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,776.FB01923395.PB.G1.P3_Vega.SW.G06
HsapMB521,44919000,131114998,34.2592386,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,776.FB01923395.PB.G1.P3_Vega.SW.G06
HsapMB203,65607999,134978998,48.60607944,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB00260054.PB.F1.P2_RevioSPRQ_s3.SW.C02
HsapMB203,32382000,134978997,23.99039904,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB00260054.PB.F1.P2_RevioSPRQ_s3.SW.C02
HsapMB299,36162999,72295998,50.02074804,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB00260054.PB.F4.P2_RevioSPRQ_s3.SW.C02
HsapMB299,18411999,72295995,25.46752279,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB00260054.PB.F4.P2_RevioSPRQ_s3.SW.C02
HsapMB20,134235000,266257000,50.41557593,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB00856995.PB.E1.P1_RevioSPRQ_s1.SW.D03
HsapMB20,66188999,266256994,24.85906492,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB00856995.PB.E1.P1_RevioSPRQ_s1.SW.D03
HsapMB116,80200999,156893995,51.11795324,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB00856995.PB.E1.P1_RevioSPRQ_s2.SW.D03
HsapMB116,40075999,156893997,25.54336034,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB00856995.PB.E1.P1_RevioSPRQ_s2.SW.D03
HsapMB209,42567000,92480997,46.02783424,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB00864494.PB.F1.P2_RevioSPRQ_s3.SW.A03
HsapMB209,21376000,92480994,23.11393842,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB00864494.PB.F1.P2_RevioSPRQ_s3.SW.A03
HsapMB305,21437000,46023996,46.57787646,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB00864494.PB.F4.P2_RevioSPRQ_s3.SW.A03
HsapMB305,11927000,46023995,25.91474295,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB00864494.PB.F4.P2_RevioSPRQ_s3.SW.A03
HsapMB67,70837000,116724996,60.68708711,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB00937154.PB.E1.P1_RevioSPRQ_s1.SW.C09
HsapMB67,52093999,116724996,44.62968583,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB00937154.PB.E1.P1_RevioSPRQ_s1.SW.C09
HsapMB163,42785999,68313999,62.63137809,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB00937154.PB.E1.P1_RevioSPRQ_s2.SW.C09
HsapMB163,31766000,68313998,46.49998672,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB00937154.PB.E1.P1_RevioSPRQ_s2.SW.C09
HsapMB399,76040000,168800994,45.0471281,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB01125749.PB.G1.P3_RevioSPRQ_s4.SW.G02
HsapMB399,43130999,168800993,25.55138938,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB01125749.PB.G1.P3_RevioSPRQ_s4.SW.G02
HsapMB489,65242999,144265990,45.22410237,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,779.FB01125749.PB.G1.P3_Vega.SW.G02
HsapMB489,37855000,144265993,26.23972512,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,779.FB01125749.PB.G1.P3_Vega.SW.G02
HsapMB65,103760999,227801995,45.54876659,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB00260568.PB.E1.P1_RevioSPRQ_s1.SW.A09
HsapMB65,44928999,227801994,19.72282956,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB00260568.PB.E1.P1_RevioSPRQ_s1.SW.A09
HsapMB161,60400000,131528000,45.92178091,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB00260568.PB.E1.P1_RevioSPRQ_s2.SW.A09
HsapMB161,27433999,131527998,20.85791574,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB00260568.PB.E1.P1_RevioSPRQ_s2.SW.A09
HsapMB401,95353000,215126998,44.32405086,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB00864362.PB.G1.P3_RevioSPRQ_s4.SW.A03
HsapMB401,39887000,215126992,18.5411415,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB00864362.PB.G1.P3_RevioSPRQ_s4.SW.A03
HsapMB491,85040999,190873993,44.55347618,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB00864362.PB.G1.P3_Vega.SW.A03
HsapMB491,36234999,190873993,18.98372766,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB00864362.PB.G1.P3_Vega.SW.A03
HsapMB22,21484000,42268996,50.82685191,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB00925873.PB.E1.P1_RevioSPRQ_s1.SW.F03
HsapMB22,12463999,42268996,29.48733157,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB00925873.PB.E1.P1_RevioSPRQ_s1.SW.F03
HsapMB118,10344000,19162999,53.97902489,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB00925873.PB.E1.P1_RevioSPRQ_s2.SW.F03
HsapMB118,6190000,19162998,32.30183503,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB00925873.PB.E1.P1_RevioSPRQ_s2.SW.F03
HsapMB393,69624999,140180996,49.66793002,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB00929992.PB.G1.P3_RevioSPRQ_s4.SW.A02
HsapMB393,33173000,140180997,23.66440581,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB00929992.PB.G1.P3_RevioSPRQ_s4.SW.A02
HsapMB483,60943999,119596995,50.95780124,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB00929992.PB.G1.P3_Vega.SW.A02
HsapMB483,30889000,119596996,25.82757179,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB00929992.PB.G1.P3_Vega.SW.A02
HsapMB201,8601999,16639999,51.69470864,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB01125707.PB.F1.P2_RevioSPRQ_s3.SW.A02
HsapMB201,4961000,16639999,29.81370371,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB01125707.PB.F1.P2_RevioSPRQ_s3.SW.A02
HsapMB297,6106000,11042999,55.29295076,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,788.FB01125707.PB.F4.P2_RevioSPRQ_s3.SW.A02
